Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Normalized_Name,Sales_Anomaly
4583,Dog's Life,PS2,2003.0,Adventure,Sony Computer Entertainment,0.21,0.16,0.0,0.05,0.42,dogs life,Normal
4584,The X Files,PS,1999.0,Adventure,Sony Computer Entertainment,0.24,0.16,0.0,0.03,0.42,the x files,Normal
4585,Super Wagyan Land,SNES,1991.0,Action,Namco Bandai Games,0.0,0.0,0.42,0.0,0.42,super wagyan land,Normal
4586,Rascal,PS,1998.0,Action,Psygnosis,0.24,0.16,0.0,0.03,0.42,rascal,Normal
4587,Hometown Story,3DS,2013.0,Role-Playing,Rising Star Games,0.22,0.13,0.04,0.04,0.42,hometown story,Normal
4588,Tony Hawk's American Wasteland,GC,2005.0,Sports,Activision,0.33,0.08,0.0,0.01,0.42,tony hawks american wasteland,Normal
4589,Top Spin 4,X360,2011.0,Sports,Take-Two Interactive,0.15,0.23,0.0,0.04,0.42,top spin 4,Normal
4590,Famicom Mini: Super Mario Bros. 2,GBA,2004.0,Platform,Nintendo,0.0,0.0,0.41,0.01,0.42,famicom mini super mario bros 2,Normal
4591,Crash: Mind Over Mutant,DS,2008.0,Platform,Vivendi Games,0.39,0.0,0.0,0.03,0.42,crash mind over mutant,Normal
4592,Medal of Honor Heroes 2,WII,2007.0,Shooter,Electronic Arts,0.34,0.04,0.01,0.04,0.42,medal of honor heroes 2,Normal
4593,Yu-Gi-Oh! GX: Tag Force 2,PSP,2007.0,Strategy,Konami Digital Entertainment,0.03,0.2,0.1,0.11,0.42,yugioh gx tag force 2,Normal
4594,Colony Wars,PS,1997.0,Simulation,Psygnosis,0.24,0.16,0.0,0.03,0.42,colony wars,Normal
4595,All-Star Baseball 2004,PS2,2003.0,Sports,Acclaim Entertainment,0.21,0.16,0.0,0.05,0.42,allstar baseball 2004,Normal
4596,Big Strike Bowling,PS,2003.0,Sports,Gotham Games,0.23,0.16,0.0,0.03,0.42,big strike bowling,Normal
4597,Ragnarok Odyssey,PSV,2012.0,Role-Playing,GungHo,0.22,0.01,0.16,0.03,0.42,ragnarok odyssey,Normal
4598,Harry Potter and the Deathly Hallows - Part 1,DS,2010.0,Action,Electronic Arts,0.2,0.19,0.0,0.04,0.42,harry potter and the deathly hallows part 1,Normal
4599,Horsez,DS,2006.0,Simulation,Ubisoft,0.38,0.01,0.0,0.03,0.42,horsez,Normal
4600,SpongeBob's Truth or Square (US sales),DS,2009.0,Action,THQ,0.42,0.0,0.0,0.0,0.42,spongebobs truth or square us sales,Normal
4601,NASCAR Thunder 2002,PS,2001.0,Racing,Electronic Arts,0.23,0.16,0.0,0.03,0.42,nascar thunder 2002,Normal
4602,Grandia,SAT,1997.0,Role-Playing,ESP,0.0,0.0,0.42,0.0,0.42,grandia,Normal
4603,ESPN NHL 2K5,XB,2004.0,Sports,Global Star,0.32,0.09,0.0,0.02,0.42,espn nhl 2k5,Normal
4604,Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,GBA,2005.0,Misc,Konami Digital Entertainment,0.3,0.11,0.0,0.01,0.42,yugioh 7 trials to glory world championship tournament 2005,Normal
4605,Hot Wheels World Race,PS2,2003.0,Racing,THQ,0.21,0.16,0.0,0.05,0.42,hot wheels world race,Normal
4606,Avatar: The Last Airbender - The Burning Earth,PS2,2007.0,Action,THQ,0.21,0.16,0.0,0.05,0.42,avatar the last airbender the burning earth,Normal
4607,Superman: Shadow of Apokolips,PS2,2002.0,Action,Atari,0.21,0.16,0.0,0.05,0.42,superman shadow of apokolips,Normal
4608,NiGHTS: Journey of Dreams,WII,2007.0,Platform,Sega,0.33,0.03,0.04,0.03,0.42,nights journey of dreams,Normal
4609,American Chopper,PS2,2004.0,Racing,Zoo Digital Publishing,0.35,0.01,0.0,0.06,0.42,american chopper,Normal
4610,Vanquish,X360,2010.0,Shooter,Sega,0.19,0.17,0.03,0.04,0.42,vanquish,Normal
4611,Star Wars Trilogy: Apprentice of the Force,GBA,2004.0,Action,Ubisoft,0.3,0.11,0.0,0.01,0.42,star wars trilogy apprentice of the force,Normal
4612,Marvel Super Hero Squad,DS,2009.0,Fighting,THQ,0.37,0.02,0.0,0.03,0.42,marvel super hero squad,Normal
4613,Lemony Snicket's A Series of Unfortunate Events,GBA,2004.0,Platform,Activision,0.3,0.11,0.0,0.01,0.42,lemony snickets a series of unfortunate events,Normal
4614,JGTC: All-Japan Grand Touring Car Championship,PS,1998.0,Racing,TYO,0.23,0.16,0.0,0.03,0.42,jgtc alljapan grand touring car championship,Normal
4615,NBA Live 06,PSP,2005.0,Sports,Electronic Arts,0.39,0.0,0.0,0.03,0.42,nba live 06,Normal
4616,Arc the Lad III,PS,1999.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.39,0.03,0.42,arc the lad iii,Normal
4617,Solitaire Overload,DS,2007.0,Misc,Telegames,0.39,0.0,0.0,0.03,0.42,solitaire overload,Normal
4618,Mobile Suit Gundam: Gundam vs. Gundam,PSP,2008.0,Fighting,Namco Bandai Games,0.0,0.0,0.42,0.0,0.42,mobile suit gundam gundam vs gundam,Normal
4619,Test Drive,XB,2002.0,Racing,Atari,0.35,0.05,0.0,0.02,0.42,test drive,Normal
4620,Jikkyou Powerful Pro Yakyuu 11,PS2,2004.0,Sports,Konami Digital Entertainment,0.0,0.0,0.42,0.0,0.42,jikkyou powerful pro yakyuu 11,Normal
4621,Ghost Trick: Phantom Detective,DS,2010.0,Adventure,Capcom,0.2,0.08,0.12,0.03,0.42,ghost trick phantom detective,Normal
4622,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,PS2,2003.0,Action,THQ,0.21,0.16,0.0,0.05,0.42,the adventures of jimmy neutron boy genius jet fusion,Normal
4623,Rush 2: Extreme Racing USA,N64,1998.0,Racing,Midway Games,0.35,0.06,0.0,0.0,0.42,rush 2 extreme racing usa,Normal
4624,NFL Blitz 2001,N64,2000.0,Sports,Midway Games,0.34,0.07,0.0,0.0,0.42,nfl blitz 2001,Normal
4625,Dr. Mario 64,N64,2001.0,Puzzle,Nintendo,0.34,0.07,0.0,0.0,0.42,dr mario 64,Normal
4626,Jikkyou Powerful Pro Yakyuu 6,N64,1999.0,Sports,Konami Digital Entertainment,0.0,0.0,0.39,0.03,0.42,jikkyou powerful pro yakyuu 6,Normal
4627,Army Men: Sarge's Heroes 2,N64,2000.0,Shooter,3DO,0.34,0.07,0.0,0.0,0.42,army men sarges heroes 2,Normal
4628,James Bond 007: Everything or Nothing,GC,2004.0,Shooter,Electronic Arts,0.32,0.08,0.0,0.01,0.42,james bond 007 everything or nothing,Normal
4629,Green Day: Rock Band,PS3,2010.0,Misc,MTV Games,0.19,0.16,0.0,0.07,0.42,green day rock band,Normal
4630,Wolfenstein: The Old Blood,PS4,2015.0,Action,Bethesda Softworks,0.09,0.25,0.02,0.06,0.42,wolfenstein the old blood,Normal
4631,MLB 08: The Show,PS2,2008.0,Sports,Sony Computer Entertainment,0.35,0.01,0.0,0.06,0.42,mlb 08 the show,Normal
4632,Disney Infinity 2.0: Marvel Super Heroes,XONE,2014.0,Action,Disney Interactive Studios,0.24,0.15,0.0,0.03,0.42,disney infinity 20 marvel super heroes,Normal
4633,Dance Dance Revolution Ultramix 2,XB,2004.0,Simulation,Konami Digital Entertainment,0.32,0.09,0.0,0.02,0.42,dance dance revolution ultramix 2,Normal
4634,Mega Man Anniversary Collection,GC,2004.0,Platform,Capcom,0.32,0.08,0.0,0.01,0.42,mega man anniversary collection,Normal
4635,Blazing Angels: Squadrons of WWII,X360,2006.0,Simulation,Ubisoft,0.36,0.03,0.0,0.03,0.42,blazing angels squadrons of wwii,Normal
4636,Super Famista 4,SNES,1995.0,Sports,Namco Bandai Games,0.0,0.0,0.42,0.0,0.42,super famista 4,Normal
4637,The Fairly Odd Parents: Game Boy Advance Video Volume 2,GBA,2004.0,Misc,Unknown,0.3,0.11,0.0,0.01,0.42,the fairly odd parents game boy advance video volume 2,Normal
4638,Cabela's Legendary Adventures,PS2,2008.0,Sports,Activision,0.21,0.16,0.0,0.05,0.42,cabelas legendary adventures,Normal
4639,Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,DS,2010.0,Misc,Namco Bandai Games,0.0,0.0,0.42,0.0,0.42,taiko no tatsujin ds dororon youkai daikessen,Normal
4640,Harry Potter and the Goblet of Fire,GC,2005.0,Action,Electronic Arts,0.32,0.08,0.0,0.01,0.42,harry potter and the goblet of fire,Normal
4641,JumpStart: Escape from Adventure Island,WII,2009.0,Adventure,Knowledge Adventure,0.39,0.0,0.0,0.03,0.42,jumpstart escape from adventure island,Normal
4642,Thrillville: Off the Rails,PS2,2007.0,Strategy,LucasArts,0.2,0.16,0.0,0.05,0.42,thrillville off the rails,Normal
4643,Style Lab: Makeover,DS,2009.0,Simulation,Ubisoft,0.35,0.03,0.0,0.03,0.42,style lab makeover,Normal
4644,Condemned: Criminal Origins,X360,2005.0,Action,Sega,0.36,0.03,0.0,0.03,0.42,condemned criminal origins,Normal
4645,Mega Man X6,PS,2001.0,Action,Capcom,0.14,0.1,0.16,0.03,0.42,mega man x6,Normal
4646,Monster Jam: Urban Assault,WII,2008.0,Racing,Activision,0.39,0.0,0.0,0.03,0.42,monster jam urban assault,Normal
4647,BloodRayne,PS2,2002.0,Shooter,Universal Interactive,0.2,0.16,0.0,0.05,0.42,bloodrayne,Normal
4648,Kumamon Bomber: Puzzle de Kumamon Taisou,GC,2005.0,Puzzle,Sega,0.32,0.08,0.0,0.01,0.42,kumamon bomber puzzle de kumamon taisou,Normal
4649,Castlevania: Curse of Darkness,PS2,2005.0,Action,Konami Digital Entertainment,0.18,0.14,0.05,0.05,0.42,castlevania curse of darkness,Normal
4650,Tom Clancy's HAWX 2,PS3,2010.0,Action,Ubisoft,0.21,0.12,0.03,0.05,0.42,tom clancys hawx 2,Normal
4651,Harvest Moon: Grand Bazaar,DS,2008.0,Simulation,Rising Star Games,0.22,0.05,0.13,0.02,0.42,harvest moon grand bazaar,Normal
4652,International Superstar Soccer Pro '98,PS,1998.0,Sports,Konami Digital Entertainment,0.02,0.02,0.35,0.03,0.42,international superstar soccer pro 98,Normal
4653,Jimmy Neutron: Boy Genius,GBA,2001.0,Platform,THQ,0.3,0.11,0.0,0.01,0.42,jimmy neutron boy genius,Normal
4654,Black,XB,2006.0,Shooter,Electronic Arts,0.31,0.09,0.0,0.01,0.42,black,Normal
4655,Zack & Wiki: Quest for Barbaros' Treasure,WII,2007.0,Adventure,Nintendo,0.18,0.17,0.03,0.04,0.42,zack wiki quest for barbaros treasure,Normal
4656,Double Pack: Finding Nemo / The Incredibles,XB,2006.0,Action,THQ,0.31,0.09,0.0,0.01,0.42,double pack finding nemo the incredibles,Normal
4657,Star Wars The Clone Wars: Republic Heroes,PSP,2009.0,Action,LucasArts,0.21,0.13,0.0,0.08,0.42,star wars the clone wars republic heroes,Normal
4658,NBA 2K11,PSP,2010.0,Action,Take-Two Interactive,0.39,0.0,0.0,0.03,0.42,nba 2k11,Normal
4659,Animal Crossing: Amiibo Festival,WIIU,2015.0,Misc,Nintendo,0.19,0.11,0.09,0.03,0.42,animal crossing amiibo festival,Normal
4660,Hyrule Warriors,3DS,2016.0,Action,Nintendo,0.16,0.12,0.11,0.03,0.42,hyrule warriors,Normal
4661,Harry Potter and the Deathly Hallows - Part 1,PS3,2010.0,Action,Electronic Arts,0.13,0.21,0.0,0.08,0.42,harry potter and the deathly hallows part 1,Normal
4662,Fishing Resort,WII,2011.0,Sports,Namco Bandai Games,0.16,0.0,0.25,0.01,0.42,fishing resort,Normal
4663,WWE All Stars,PS3,2011.0,Fighting,THQ,0.16,0.18,0.0,0.07,0.42,wwe all stars,Normal
4664,Lord of the Rings: The Third Age,XB,2004.0,Role-Playing,Electronic Arts,0.31,0.09,0.0,0.01,0.42,lord of the rings the third age,Normal
4665,Football Manager Handheld 2011,PSP,2010.0,Sports,Sega,0.0,0.28,0.0,0.14,0.42,football manager handheld 2011,Normal
4666,Pirates of the Caribbean: At World's End,PS2,2007.0,Action,Disney Interactive Studios,0.2,0.16,0.0,0.05,0.42,pirates of the caribbean at worlds end,Normal
4667,Mega Man Legends 2,PS,2000.0,Adventure,Capcom,0.17,0.12,0.1,0.03,0.42,mega man legends 2,Normal
4668,X-Men vs. Street Fighter,PS,1997.0,Fighting,Capcom,0.16,0.11,0.12,0.03,0.42,xmen vs street fighter,Normal
4669,High Rollers Casino,PS2,2004.0,Misc,Mud Duck Productions,0.2,0.16,0.0,0.05,0.42,high rollers casino,Normal
4670,Castlevania: The Dracula X Chronicles,PSP,2007.0,Platform,Konami Digital Entertainment,0.22,0.09,0.04,0.07,0.42,castlevania the dracula x chronicles,Normal
4671,The Suffering,PS2,2004.0,Action,Midway Games,0.2,0.16,0.0,0.05,0.42,the suffering,Normal
4672,Cyber Troopers Virtual-On,SAT,1995.0,Fighting,Sega,0.0,0.0,0.42,0.0,0.42,cyber troopers virtualon,Normal
4673,Katamari Forever,PS3,2009.0,Puzzle,Namco Bandai Games,0.26,0.05,0.06,0.04,0.42,katamari forever,Normal
4674,Star Wars Starfighter: Special Edition,XB,2001.0,Simulation,LucasArts,0.3,0.1,0.0,0.02,0.42,star wars starfighter special edition,Normal
4675,TimeShift,X360,2007.0,Shooter,Vivendi Games,0.36,0.02,0.0,0.03,0.41,timeshift,Normal
4676,NBA Jam,PS2,2003.0,Sports,Acclaim Entertainment,0.2,0.16,0.0,0.05,0.41,nba jam,Normal
4677,Zone of the Enders: The 2nd Runner,PS2,2003.0,Simulation,Konami Digital Entertainment,0.15,0.12,0.11,0.04,0.41,zone of the enders the 2nd runner,Normal
4678,Ghostbusters: The Video Game,DS,2009.0,Action,Atari,0.26,0.12,0.0,0.04,0.41,ghostbusters the video game,Normal
4679,Attack on Titan: Humanity in Chains,3DS,2013.0,Action,Screenlife,0.0,0.0,0.41,0.0,0.41,attack on titan humanity in chains,Normal
4680,Jampack Spring 2004 (RP-T),PS2,2003.0,Misc,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41,jampack spring 2004 rpt,Normal
4681,Dexter's Laboratory Deesaster Strikes,GBA,2001.0,Adventure,BAM! Entertainment,0.3,0.11,0.0,0.01,0.41,dexters laboratory deesaster strikes,Normal
4682,NFL GameDay 2004,PS2,2003.0,Sports,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41,nfl gameday 2004,Normal
4683,Scooby-Doo and the Cyber Chase,GBA,2001.0,Adventure,Ubisoft,0.3,0.11,0.0,0.01,0.41,scoobydoo and the cyber chase,Normal
4684,Danganronpa: Trigger Happy Havoc,PSV,2013.0,Misc,Nippon Ichi Software,0.14,0.07,0.15,0.06,0.41,danganronpa trigger happy havoc,Normal
4685,TERA,PC,,Role-Playing,Unknown,0.24,0.12,0.0,0.05,0.41,tera,Normal
4686,Tomb Raider: The Last Revelation,PC,1998.0,Action,Eidos Interactive,0.41,0.0,0.0,0.0,0.41,tomb raider the last revelation,Normal
4687,pro evolution soccer 2011,PS2,2010.0,Sports,Konami Digital Entertainment,0.04,0.21,0.05,0.11,0.41,pro evolution soccer 2011,Normal
4688,Sega Rally Championship 2,DC,1999.0,Racing,Sega,0.0,0.0,0.41,0.0,0.41,sega rally championship 2,Normal
4689,Quake II,PS,1998.0,Shooter,Activision,0.23,0.16,0.0,0.03,0.41,quake ii,Normal
4690,Crash of the Titans,PS2,2007.0,Action,Vivendi Games,0.34,0.01,0.0,0.06,0.41,crash of the titans,Normal
4691,BioShock,PC,2007.0,Shooter,Take-Two Interactive,0.01,0.39,0.0,0.02,0.41,bioshock,Normal
4692,Cars: Mater-National Championship,PS3,2007.0,Racing,THQ,0.37,0.01,0.0,0.03,0.41,cars maternational championship,Normal
4693,MLB 10: The Show,PS2,2010.0,Sports,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41,mlb 10 the show,Normal
4694,Wheel of Fortune: 2nd Edition,PS,2000.0,Misc,Hasbro Interactive,0.23,0.16,0.0,0.03,0.41,wheel of fortune 2nd edition,Normal
4695,Tom Clancy's Rainbow Six: Lockdown,XB,2005.0,Shooter,Ubisoft,0.26,0.13,0.0,0.02,0.41,tom clancys rainbow six lockdown,Normal
4696,Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,PSP,2009.0,Fighting,Namco Bandai Games,0.0,0.0,0.41,0.0,0.41,mobile suit gundam gundam vs gundam next plus,Normal
4697,Cool Boarders 2001,PS,2000.0,Sports,Sony Computer Entertainment,0.23,0.16,0.0,0.03,0.41,cool boarders 2001,Normal
4698,Grudge Warriors,PS,1999.0,Action,Take-Two Interactive,0.23,0.16,0.0,0.03,0.41,grudge warriors,Normal
4699,World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,PS,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.39,0.03,0.41,world soccer jikkyou winning eleven 2000 u23 medal heno chousen,Normal
4700,Destiny: The Taken King,PS3,2015.0,Shooter,Activision,0.16,0.17,0.02,0.06,0.41,destiny the taken king,Normal
4701,Mobile Suit Gundam,SAT,1995.0,Action,Namco Bandai Games,0.0,0.0,0.41,0.0,0.41,mobile suit gundam,Normal
4702,Mass Effect Trilogy,X360,2012.0,Action,Electronic Arts,0.28,0.1,0.0,0.03,0.41,mass effect trilogy,Normal
4703,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PSP,2009.0,Shooter,Activision,0.17,0.15,0.0,0.09,0.41,transformers revenge of the fallen xbox 360 ps3 pc versions,Normal
4704,Wolfenstein: The New Order,X360,2014.0,Shooter,Bethesda Softworks,0.18,0.19,0.0,0.04,0.41,wolfenstein the new order,Normal
4705,James Patterson Women's Murder Club: Games of Passion,DS,2009.0,Adventure,THQ,0.15,0.22,0.0,0.05,0.41,james patterson womens murder club games of passion,Normal
4706,Farming Simulator 2015,X360,2015.0,Simulation,Koch Media,0.21,0.16,0.0,0.04,0.41,farming simulator 2015,Normal
4707,Jimmy Neutron: Boy Genius,PS2,2002.0,Platform,THQ,0.2,0.16,0.0,0.05,0.41,jimmy neutron boy genius,Normal
4708,Itadaki Street DS,DS,2007.0,Misc,Square Enix,0.0,0.0,0.41,0.0,0.41,itadaki street ds,Normal
4709,Castlevania: Order of Ecclesia,DS,2008.0,Platform,Konami Digital Entertainment,0.31,0.03,0.04,0.03,0.41,castlevania order of ecclesia,Normal
4710,BlazBlue: Continuum Shift,PS3,2010.0,Fighting,PQube,0.21,0.08,0.09,0.04,0.41,blazblue continuum shift,Normal
4711,X-Men: The Official Game,PS2,2006.0,Action,Activision,0.2,0.16,0.0,0.05,0.41,xmen the official game,Normal
4712,300: March to Glory,PSP,2007.0,Action,Warner Bros. Interactive Entertainment,0.27,0.08,0.0,0.06,0.41,300 march to glory,Normal
4713,E0: Enemy Zero,SAT,1996.0,Adventure,Sega,0.0,0.0,0.41,0.0,0.41,e0 enemy zero,Normal
4714,Nicktoons: Unite!,PS2,2005.0,Adventure,THQ,0.34,0.01,0.0,0.06,0.41,nicktoons unite,Normal
4715,Six Flags Fun Park,WII,2009.0,Misc,Ubisoft,0.28,0.1,0.0,0.04,0.41,six flags fun park,Normal
4716,Spore Hero,WII,2009.0,Simulation,Electronic Arts,0.36,0.03,0.0,0.03,0.41,spore hero,Normal
4717,Mass Effect Trilogy,PS3,2012.0,Action,Electronic Arts,0.37,0.0,0.0,0.04,0.41,mass effect trilogy,Normal
4718,NASCAR Racing,PS,1996.0,Racing,Pioneer LDC,0.23,0.16,0.0,0.03,0.41,nascar racing,Normal
4719,LEGO Jurassic World,PSV,2015.0,Action,Warner Bros. Interactive Entertainment,0.09,0.23,0.0,0.09,0.41,lego jurassic world,Normal
4720,Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki,WII,2009.0,Misc,Hudson Soft,0.0,0.0,0.41,0.0,0.41,monotaro dentetsu 2010 sengoku ishin no hero daishuugou no maki,Normal
4721,Up,PSP,2009.0,Action,THQ,0.24,0.1,0.0,0.07,0.41,up,Normal
4722,Spider-Man: Web of Shadows,X360,2008.0,Action,Activision,0.36,0.02,0.0,0.03,0.41,spiderman web of shadows,Normal
4723,Boku no Natsuyasumi 2: Umi no Bouken Hen,PS2,2002.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.41,0.0,0.41,boku no natsuyasumi 2 umi no bouken hen,Normal
4724,SpongeBob SquigglePants,WII,2011.0,Misc,THQ,0.36,0.03,0.0,0.03,0.41,spongebob squigglepants,Normal
4725,Cars: Race-O-Rama,PSP,2009.0,Racing,THQ,0.29,0.07,0.0,0.06,0.41,cars raceorama,Normal
4726,Fantastic Pets,X360,2011.0,Simulation,THQ,0.3,0.08,0.0,0.03,0.41,fantastic pets,Normal
4727,Command & Conquer: Red Alert,PS,1997.0,Strategy,Virgin Interactive,0.23,0.16,0.0,0.03,0.41,command conquer red alert,Normal
4728,Star Wars The Clone Wars: Republic Heroes,DS,2009.0,Action,LucasArts,0.23,0.14,0.0,0.04,0.41,star wars the clone wars republic heroes,Normal
4729,Dig Dug,NES,1985.0,Puzzle,Namco Bandai Games,0.0,0.0,0.41,0.0,0.41,dig dug,Normal
4730,Ogre Battle 64: Person of Lordly Caliber,N64,1999.0,Role-Playing,Nintendo,0.1,0.02,0.25,0.04,0.41,ogre battle 64 person of lordly caliber,Normal
4731,Superman: The New Superman Adventures,N64,1999.0,Action,Titus,0.33,0.07,0.0,0.0,0.41,superman the new superman adventures,Normal
4732,UEFA Euro 2008 Austria-Switzerland,PS3,2008.0,Sports,Electronic Arts,0.08,0.27,0.0,0.06,0.41,uefa euro 2008 austriaswitzerland,Normal
4733,The Terminator: Dawn of Fate,PS2,2002.0,Action,Atari,0.2,0.16,0.0,0.05,0.41,the terminator dawn of fate,Normal
4734,The LEGO Movie Videogame,PSV,2014.0,Action,Warner Bros. Interactive Entertainment,0.05,0.26,0.0,0.09,0.41,the lego movie videogame,Normal
4735,Rogue Galaxy: Director's Cut,PS2,2007.0,Role-Playing,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41,rogue galaxy directors cut,Normal
4736,Armored Core,PS,1997.0,Simulation,Sony Computer Entertainment,0.13,0.09,0.16,0.03,0.41,armored core,Normal
4737,Monster Trucks Mayhem,WII,2009.0,Racing,Zoo Games,0.39,0.0,0.0,0.02,0.41,monster trucks mayhem,Normal
4738,Winter Sports 2: The Next Challenge,WII,2008.0,Sports,RTL,0.18,0.19,0.0,0.04,0.41,winter sports 2 the next challenge,Normal
4739,Green Day: Rock Band,X360,2010.0,Misc,MTV Games,0.24,0.13,0.0,0.04,0.41,green day rock band,Normal
4740,Densha De Go! 2,PS,1999.0,Simulation,Taito,0.0,0.0,0.38,0.03,0.41,densha de go 2,Normal
4741,Transformers: Fall of Cybertron,PS3,2012.0,Action,Activision,0.19,0.15,0.0,0.07,0.41,transformers fall of cybertron,Normal
4742,Call of Duty: Advanced Warfare,PC,2014.0,Shooter,Activision,0.14,0.23,0.0,0.04,0.41,call of duty advanced warfare,Normal
4743,Disney Princess: Enchanting Storybooks,WII,2011.0,Misc,THQ,0.26,0.11,0.0,0.04,0.41,disney princess enchanting storybooks,Normal
4744,Monopoly Streets,PS3,2010.0,Misc,Electronic Arts,0.16,0.18,0.0,0.07,0.41,monopoly streets,Normal
4745,Band Hero,PS2,2009.0,Misc,Activision,0.15,0.06,0.0,0.2,0.41,band hero,Normal
4746,The Wonderful 101,WIIU,2013.0,Action,Nintendo,0.2,0.1,0.08,0.03,0.41,the wonderful 101,Normal
4747,No More Heroes 2: Desperate Struggle,WII,2010.0,Action,Rising Star Games,0.21,0.12,0.04,0.03,0.41,no more heroes 2 desperate struggle,Normal
4748,Battlefield 2: Modern Combat,X360,2006.0,Shooter,Electronic Arts,0.35,0.02,0.01,0.03,0.41,battlefield 2 modern combat,Normal
4749,Armored Core 2: Another Age,PS2,2001.0,Simulation,Metro 3D,0.11,0.08,0.19,0.03,0.41,armored core 2 another age,Normal
4750,Buzz! Junior: Jungle Party,PS2,2006.0,Misc,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41,buzz junior jungle party,Normal
4751,Mortal Kombat: Deadly Alliance,GC,2002.0,Fighting,Midway Games,0.31,0.08,0.0,0.01,0.41,mortal kombat deadly alliance,Normal
4752,Marvel: Ultimate Alliance,WII,2006.0,Role-Playing,Activision,0.37,0.01,0.0,0.03,0.41,marvel ultimate alliance,Normal
4753,NBA 2K11,PS2,2010.0,Action,Take-Two Interactive,0.34,0.01,0.0,0.06,0.41,nba 2k11,Normal
4754,AKB1/48: Idol to Koishitara...,PSP,2010.0,Misc,Namco Bandai Games,0.0,0.0,0.41,0.0,0.41,akb148 idol to koishitara,Normal
4755,Pro Pinball,PS,1996.0,Misc,Empire Interactive,0.23,0.15,0.0,0.03,0.41,pro pinball,Normal
4756,'98 Koshien,PS,1998.0,Sports,Magical Company,0.15,0.1,0.12,0.03,0.41,98 koshien,Normal
4757,NBA 2K9,PS2,2008.0,Sports,Take-Two Interactive,0.34,0.01,0.0,0.06,0.41,nba 2k9,Normal
4758,Yu-Gi-Oh! The Eternal Duelist Soul (JP sales),GBA,2001.0,Misc,Konami Digital Entertainment,0.0,0.0,0.4,0.01,0.41,yugioh the eternal duelist soul jp sales,Normal
4759,Speed Racer: The Videogame,WII,2008.0,Racing,Warner Bros. Interactive Entertainment,0.36,0.02,0.0,0.03,0.41,speed racer the videogame,Normal
4760,Naughty Bear,X360,2010.0,Action,505 Games,0.21,0.16,0.0,0.04,0.41,naughty bear,Normal
4761,Littlest Pet Shop,WII,2008.0,Simulation,Electronic Arts,0.34,0.04,0.0,0.03,0.41,littlest pet shop,Normal
4762,TNA iMPACT!,PS3,2008.0,Fighting,Midway Games,0.22,0.12,0.0,0.06,0.41,tna impact,Normal
4763,Just Dance Kids 2,X360,2011.0,Misc,Ubisoft,0.29,0.09,0.0,0.03,0.41,just dance kids 2,Normal
4764,Duke Nukem Forever,PC,2011.0,Shooter,Take-Two Interactive,0.18,0.17,0.0,0.06,0.41,duke nukem forever,Normal
4765,Hatsune Miku: Project Diva 2nd,PSP,2010.0,Misc,Sega,0.0,0.0,0.41,0.0,0.41,hatsune miku project diva 2nd,Normal
4766,Marvel: Ultimate Alliance 2,PS2,2009.0,Role-Playing,Activision,0.23,0.02,0.0,0.16,0.41,marvel ultimate alliance 2,Normal
