Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Normalized_Name,Regional_Total,NA_Share,EU_Share,JP_Share,Other_Share,Dominant_Region,Dominant_Region_Share,Regional_Anomaly
1375,Ridge Racer,PSP,2004.0,Racing,Sony Computer Entertainment,0.36,0.45,0.32,0.28,1.41,ridge racer,1.4100000000000001,0.2553191489361702,0.3191489361702127,0.22695035460992907,0.19858156028368795,Europe,0.3191489361702127,Normal
1376,Metroid: Other M,WII,2010.0,Action,Nintendo,0.87,0.31,0.13,0.1,1.41,metroid other m,1.4100000000000001,0.6170212765957446,0.21985815602836878,0.09219858156028368,0.07092198581560283,North America,0.6170212765957446,Normal
1377,Knockout Kings 2000,PS,1999.0,Fighting,Electronic Arts,1.02,0.34,0.0,0.05,1.41,knockout kings 2000,1.4100000000000001,0.7234042553191489,0.24113475177304963,0.0,0.035460992907801414,North America,0.7234042553191489,Normal
1378,Gran Turismo 4 Prologue,PS2,2003.0,Racing,Sony Computer Entertainment,0.0,0.47,0.77,0.17,1.41,gran turismo 4 prologue,1.41,0.0,0.3333333333333333,0.5460992907801419,0.12056737588652484,Japan,0.5460992907801419,Normal
1379,Twisted Metal: Black,PS2,2001.0,Racing,Sony Computer Entertainment,1.19,0.17,0.0,0.05,1.41,twisted metal black,1.41,0.8439716312056738,0.12056737588652484,0.0,0.03546099290780142,North America,0.8439716312056738,Regionally Concentrated
1380,NASCAR 2005: Chase for the Cup,PS2,2004.0,Racing,Electronic Arts,0.69,0.54,0.0,0.18,1.41,nascar 2005 chase for the cup,1.41,0.48936170212765956,0.3829787234042554,0.0,0.1276595744680851,North America,0.48936170212765956,Normal
1381,Call of Duty: Black Ops,WII,2010.0,Shooter,Activision,0.82,0.47,0.0,0.12,1.4,call of duty black ops,1.4100000000000001,0.5815602836879432,0.33333333333333326,0.0,0.08510638297872339,North America,0.5815602836879432,Normal
1382,Spider-Man: The Movie,XB,2002.0,Action,Activision,1.07,0.28,0.0,0.05,1.4,spiderman the movie,1.4000000000000001,0.7642857142857142,0.2,0.0,0.03571428571428571,North America,0.7642857142857142,Regionally Concentrated
1383,Need For Speed: Undercover,PS2,2008.0,Racing,Electronic Arts,0.38,0.08,0.03,0.93,1.4,need for speed undercover,1.42,0.26760563380281693,0.056338028169014086,0.02112676056338028,0.6549295774647887,Other,0.6549295774647887,Normal
1384,2Xtreme,PS,1996.0,Sports,Sony Computer Entertainment,1.15,0.2,0.0,0.05,1.4,2xtreme,1.4,0.8214285714285714,0.14285714285714288,0.0,0.03571428571428572,North America,0.8214285714285714,Regionally Concentrated
1385,Far Cry 2,PS3,2008.0,Action,Ubisoft,0.43,0.7,0.01,0.27,1.4,far cry 2,1.41,0.3049645390070922,0.49645390070921985,0.007092198581560284,0.1914893617021277,Europe,0.49645390070921985,Normal
1386,Sonic Advance 3,GBA,2004.0,Platform,THQ,0.74,0.52,0.08,0.06,1.4,sonic advance 3,1.4000000000000001,0.5285714285714285,0.3714285714285714,0.05714285714285714,0.04285714285714285,North America,0.5285714285714285,Normal
1387,Final Fantasy III,NES,1990.0,Role-Playing,SquareSoft,0.0,0.0,1.39,0.01,1.4,final fantasy iii,1.4,0.0,0.0,0.9928571428571429,0.0071428571428571435,Japan,0.9928571428571429,Regionally Concentrated
1388,Battlefield 4,PC,2013.0,Shooter,Electronic Arts,0.38,0.86,0.0,0.16,1.4,battlefield 4,1.4,0.27142857142857146,0.6142857142857143,0.0,0.1142857142857143,Europe,0.6142857142857143,Normal
1389,Colin McRae Rally 3,PS2,2002.0,Racing,Codemasters,0.03,1.05,0.02,0.3,1.4,colin mcrae rally 3,1.4000000000000001,0.021428571428571425,0.75,0.014285714285714285,0.21428571428571425,Europe,0.75,Regionally Concentrated
1390,Madden NFL 2002,PS,2001.0,Sports,Electronic Arts,0.78,0.53,0.0,0.09,1.39,madden nfl 2002,1.4000000000000001,0.5571428571428572,0.37857142857142856,0.0,0.06428571428571428,North America,0.5571428571428572,Normal
1391,Doom (2016),PS4,2016.0,Shooter,Bethesda Softworks,0.49,0.66,0.02,0.22,1.39,doom 2016,1.39,0.3525179856115108,0.47482014388489213,0.014388489208633094,0.15827338129496404,Europe,0.47482014388489213,Normal
1392,Final Fantasy XII: Revenant Wings,DS,2007.0,Role-Playing,Square Enix,0.34,0.42,0.54,0.1,1.39,final fantasy xii revenant wings,1.4000000000000001,0.24285714285714285,0.29999999999999993,0.3857142857142857,0.07142857142857142,Japan,0.3857142857142857,Normal
1393,Bakugan: Battle Brawlers,DS,2009.0,Action,Activision,1.27,0.02,0.0,0.09,1.39,bakugan battle brawlers,1.3800000000000001,0.9202898550724637,0.014492753623188404,0.0,0.06521739130434782,North America,0.9202898550724637,Regionally Concentrated
1394,Deus Ex: Human Revolution,PS3,2011.0,Shooter,Square Enix,0.5,0.6,0.07,0.23,1.39,deus ex human revolution,1.4000000000000001,0.3571428571428571,0.4285714285714285,0.05,0.16428571428571428,Europe,0.4285714285714285,Normal
1395,NBA Jam,SNES,1994.0,Sports,Acclaim Entertainment,1.19,0.16,0.0,0.03,1.39,nba jam,1.38,0.8623188405797102,0.11594202898550726,0.0,0.021739130434782608,North America,0.8623188405797102,Regionally Concentrated
1396,Teenage Mutant Ninja Turtles III: The Manhattan Project,NES,1991.0,Action,Konami Digital Entertainment,1.05,0.17,0.15,0.02,1.39,teenage mutant ninja turtles iii the manhattan project,1.39,0.7553956834532375,0.12230215827338131,0.10791366906474821,0.014388489208633094,North America,0.7553956834532375,Regionally Concentrated
1397,Dynasty Warriors 5,PS2,2005.0,Action,Tecmo Koei,0.24,0.18,0.91,0.06,1.39,dynasty warriors 5,1.3900000000000001,0.1726618705035971,0.1294964028776978,0.6546762589928057,0.043165467625899276,Japan,0.6546762589928057,Normal
1398,Hannah Montana: Spotlight World Tour,WII,2007.0,Action,Disney Interactive Studios,0.87,0.38,0.0,0.13,1.39,hannah montana spotlight world tour,1.38,0.6304347826086957,0.2753623188405797,0.0,0.09420289855072465,North America,0.6304347826086957,Normal
1399,WWE '13,PS3,2012.0,Action,THQ,0.51,0.62,0.0,0.26,1.39,wwe 13,1.39,0.36690647482014394,0.4460431654676259,0.0,0.18705035971223025,Europe,0.4460431654676259,Normal
1400,Deus Ex: Human Revolution,X360,2011.0,Shooter,Square Enix,0.76,0.48,0.02,0.12,1.39,deus ex human revolution,1.38,0.5507246376811594,0.34782608695652173,0.014492753623188408,0.08695652173913043,North America,0.5507246376811594,Normal
1401,True Crime: Streets of LA,XB,2003.0,Action,Activision,0.96,0.37,0.0,0.05,1.38,true crime streets of la,1.3800000000000001,0.6956521739130433,0.2681159420289855,0.0,0.036231884057971016,North America,0.6956521739130433,Normal
1402,The Sims 2,PSP,2005.0,Simulation,Electronic Arts,0.49,0.56,0.0,0.33,1.38,the sims 2,1.3800000000000001,0.3550724637681159,0.4057971014492754,0.0,0.23913043478260868,Europe,0.4057971014492754,Normal
1403,Paper Mario,N64,2000.0,Role-Playing,Nintendo,0.58,0.18,0.59,0.02,1.38,paper mario,1.37,0.42335766423357657,0.1313868613138686,0.43065693430656926,0.014598540145985401,Japan,0.43065693430656926,Normal
1404,Bravely Default: Flying Fairy,3DS,2012.0,Role-Playing,Nintendo,0.5,0.32,0.49,0.07,1.38,bravely default flying fairy,1.3800000000000001,0.3623188405797101,0.23188405797101447,0.3550724637681159,0.050724637681159424,North America,0.3623188405797101,Normal
1405,Titanfall,X360,2014.0,Shooter,Electronic Arts,0.87,0.38,0.02,0.11,1.38,titanfall,1.3800000000000001,0.6304347826086956,0.2753623188405797,0.014492753623188404,0.07971014492753623,North America,0.6304347826086956,Normal
1406,Duke Nukem: Time to Kill,PS,1998.0,Shooter,Take-Two Interactive,0.77,0.54,0.0,0.07,1.38,duke nukem time to kill,1.3800000000000001,0.5579710144927535,0.391304347826087,0.0,0.050724637681159424,North America,0.5579710144927535,Normal
1407,Persona 4: Golden,PSV,2012.0,Role-Playing,Atlus,0.46,0.34,0.38,0.21,1.38,persona 4 golden,1.3900000000000001,0.33093525179856115,0.2446043165467626,0.27338129496402874,0.15107913669064746,North America,0.33093525179856115,Normal
1408,Dead Rising 2,PS3,2010.0,Action,Capcom,0.43,0.57,0.15,0.22,1.38,dead rising 2,1.3699999999999999,0.31386861313868614,0.41605839416058393,0.10948905109489052,0.16058394160583944,Europe,0.41605839416058393,Normal
1409,Hasbro Family Game Night 2,WII,2009.0,Misc,Electronic Arts,0.71,0.53,0.0,0.13,1.38,hasbro family game night 2,1.37,0.5182481751824817,0.3868613138686131,0.0,0.0948905109489051,North America,0.5182481751824817,Normal
1410,Disney Princess: Enchanted Journey,WII,2007.0,Adventure,Disney Interactive Studios,1.24,0.04,0.0,0.09,1.38,disney princess enchanted journey,1.37,0.9051094890510948,0.029197080291970802,0.0,0.0656934306569343,North America,0.9051094890510948,Regionally Concentrated
1411,Gardening Mama,DS,2009.0,Puzzle,505 Games,0.8,0.43,0.01,0.13,1.38,gardening mama,1.37,0.583941605839416,0.3138686131386861,0.0072992700729927005,0.0948905109489051,North America,0.583941605839416,Normal
1412,Dave Mirra Freestyle BMX 2,PS2,2001.0,Sports,Acclaim Entertainment,0.67,0.53,0.0,0.18,1.38,dave mirra freestyle bmx 2,1.3800000000000001,0.4855072463768116,0.38405797101449274,0.0,0.13043478260869565,North America,0.4855072463768116,Normal
1413,Need for Speed: The Run,X360,2011.0,Action,Electronic Arts,0.63,0.58,0.0,0.15,1.38,need for speed the run,1.3599999999999999,0.4632352941176471,0.4264705882352941,0.0,0.11029411764705883,North America,0.4632352941176471,Normal
1414,LEGO Indiana Jones: The Original Adventures,PS2,2008.0,Action,LucasArts,0.6,0.01,0.0,0.76,1.37,lego indiana jones the original adventures,1.37,0.437956204379562,0.0072992700729927005,0.0,0.5547445255474452,Other,0.5547445255474452,Normal
1415,Assassin's Creed: Rogue,PS3,2014.0,Action,Ubisoft,0.46,0.62,0.06,0.23,1.37,assassins creed rogue,1.37,0.3357664233576642,0.4525547445255474,0.0437956204379562,0.1678832116788321,Europe,0.4525547445255474,Normal
1416,Ridge Racer 7,PS3,2006.0,Racing,Namco Bandai Games,0.24,0.7,0.16,0.26,1.37,ridge racer 7,1.3599999999999999,0.17647058823529413,0.5147058823529412,0.11764705882352942,0.1911764705882353,Europe,0.5147058823529412,Normal
1417,A Collection of Activision Classic Games for the Atari 2600,PS,1998.0,Misc,Activision,0.76,0.52,0.0,0.09,1.37,a collection of activision classic games for the atari 2600,1.37,0.5547445255474452,0.3795620437956204,0.0,0.0656934306569343,North America,0.5547445255474452,Normal
1418,Forza Horizon 2,XONE,2014.0,Racing,Microsoft Game Studios,0.5,0.78,0.01,0.09,1.37,forza horizon 2,1.3800000000000001,0.3623188405797101,0.5652173913043478,0.007246376811594202,0.06521739130434782,Europe,0.5652173913043478,Normal
1419,MotorStorm: Pacific Rift,PS3,2008.0,Racing,Sony Computer Entertainment,0.43,0.67,0.02,0.26,1.37,motorstorm pacific rift,1.3800000000000001,0.3115942028985507,0.4855072463768116,0.014492753623188404,0.18840579710144928,Europe,0.4855072463768116,Normal
1420,Sonic Colors,DS,2010.0,Platform,Sega,0.74,0.5,0.01,0.13,1.37,sonic colors,1.38,0.5362318840579711,0.3623188405797102,0.007246376811594204,0.09420289855072465,North America,0.5362318840579711,Normal
1421,Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004.0,Role-Playing,Activision,0.99,0.33,0.0,0.05,1.37,star wars knights of the old republic ii the sith lords,1.37,0.7226277372262773,0.2408759124087591,0.0,0.0364963503649635,North America,0.7226277372262773,Normal
1422,LEGO Harry Potter: Years 1-4,PS3,2010.0,Action,Warner Bros. Interactive Entertainment,0.55,0.6,0.0,0.22,1.37,lego harry potter years 14,1.3699999999999999,0.4014598540145986,0.43795620437956206,0.0,0.16058394160583944,Europe,0.43795620437956206,Normal
1423,Pocket Monsters Stadium,N64,1998.0,Strategy,Nintendo,0.0,0.0,1.37,0.0,1.37,pocket monsters stadium,1.37,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
1424,NBA 2K15,PS3,2014.0,Sports,Take-Two Interactive,0.86,0.27,0.02,0.22,1.36,nba 2k15,1.3699999999999999,0.6277372262773723,0.19708029197080296,0.014598540145985403,0.16058394160583944,North America,0.6277372262773723,Normal
1425,Tom Clancy's Ghost Recon 2,XB,2004.0,Shooter,Ubisoft,0.86,0.45,0.0,0.06,1.36,tom clancys ghost recon 2,1.37,0.6277372262773722,0.3284671532846715,0.0,0.0437956204379562,North America,0.6277372262773722,Normal
1426,Crash Bandicoot 2: N-Tranced,GBA,2003.0,Platform,Vivendi Games,0.63,0.66,0.0,0.07,1.36,crash bandicoot 2 ntranced,1.36,0.463235294117647,0.4852941176470588,0.0,0.05147058823529412,Europe,0.4852941176470588,Normal
1427,Burnout Paradise,X360,2008.0,Racing,Electronic Arts,0.63,0.58,0.01,0.15,1.36,burnout paradise,1.3699999999999999,0.4598540145985402,0.4233576642335766,0.007299270072992701,0.10948905109489052,North America,0.4598540145985402,Normal
1428,SingStar Abba,PS2,2008.0,Misc,Sony Computer Entertainment,0.23,0.04,0.0,1.09,1.36,singstar abba,1.36,0.1691176470588235,0.029411764705882353,0.0,0.8014705882352942,Other,0.8014705882352942,Regionally Concentrated
1429,Gradius,NES,1986.0,Shooter,Konami Digital Entertainment,0.27,0.08,1.0,0.01,1.36,gradius,1.36,0.19852941176470587,0.058823529411764705,0.7352941176470588,0.007352941176470588,Japan,0.7352941176470588,Normal
1430,Dragon Quest III: Soshite Densetsu e...,SNES,1996.0,Role-Playing,Enix Corporation,0.0,0.0,1.36,0.0,1.36,dragon quest iii soshite densetsu e,1.36,0.0,0.0,1.0,0.0,Japan,1.0,Regionally Concentrated
1431,Centipede,2600,1981.0,Shooter,Atari,1.26,0.08,0.0,0.01,1.36,centipede,1.35,0.9333333333333332,0.059259259259259255,0.0,0.007407407407407407,North America,0.9333333333333332,Regionally Concentrated
1432,Yoshi's New Island,3DS,2014.0,Platform,Nintendo,0.47,0.51,0.28,0.09,1.36,yoshis new island,1.35,0.3481481481481481,0.37777777777777777,0.2074074074074074,0.06666666666666667,Europe,0.37777777777777777,Normal
1433,Ryse: Son of Rome,XONE,2013.0,Action,Microsoft Game Studios,0.82,0.42,0.0,0.11,1.36,ryse son of rome,1.35,0.6074074074074073,0.31111111111111106,0.0,0.08148148148148147,North America,0.6074074074074073,Normal
1434,Dead to Rights,PS2,2002.0,Shooter,Electronic Arts,0.67,0.52,0.0,0.17,1.36,dead to rights,1.3599999999999999,0.4926470588235295,0.3823529411764706,0.0,0.12500000000000003,North America,0.4926470588235295,Normal
1435,LEGO Harry Potter: Years 5-7,WII,,Action,Warner Bros. Interactive Entertainment,0.76,0.47,0.0,0.13,1.36,lego harry potter years 57,1.3599999999999999,0.5588235294117647,0.34558823529411764,0.0,0.09558823529411765,North America,0.5588235294117647,Normal
1436,Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011.0,Fighting,Capcom,0.81,0.29,0.11,0.14,1.35,marvel vs capcom 3 fate of two worlds,1.35,0.6,0.2148148148148148,0.08148148148148147,0.1037037037037037,North America,0.6,Normal
1437,Dance Dance Revolution (Japan),PS,1999.0,Simulation,Konami Digital Entertainment,0.0,0.0,1.26,0.09,1.35,dance dance revolution japan,1.35,0.0,0.0,0.9333333333333332,0.06666666666666667,Japan,0.9333333333333332,Regionally Concentrated
1438,F1 2010,PS3,2010.0,Racing,Codemasters,0.25,0.76,0.08,0.27,1.35,f1 2010,1.36,0.1838235294117647,0.5588235294117647,0.058823529411764705,0.19852941176470587,Europe,0.5588235294117647,Normal
1439,Madden NFL 98,PS,1997.0,Sports,Electronic Arts,1.29,0.03,0.0,0.03,1.35,madden nfl 98,1.35,0.9555555555555555,0.02222222222222222,0.0,0.02222222222222222,North America,0.9555555555555555,Regionally Concentrated
1440,FIFA Soccer 09,PSP,2008.0,Sports,Electronic Arts,0.23,0.73,0.02,0.37,1.35,fifa soccer 09,1.35,0.17037037037037037,0.5407407407407407,0.014814814814814814,0.274074074074074,Europe,0.5407407407407407,Normal
1441,Namco Museum DS,DS,2007.0,Misc,Atari,1.18,0.01,0.06,0.09,1.35,namco museum ds,1.34,0.880597014925373,0.007462686567164179,0.04477611940298507,0.06716417910447761,North America,0.880597014925373,Regionally Concentrated
1442,FIFA Soccer 08,PSP,2007.0,Sports,Electronic Arts,0.2,0.76,0.0,0.39,1.35,fifa soccer 08,1.35,0.14814814814814814,0.5629629629629629,0.0,0.28888888888888886,Europe,0.5629629629629629,Normal
1443,Grand Theft Auto: Chinatown Wars,DS,2009.0,Action,Take-Two Interactive,0.59,0.57,0.05,0.14,1.35,grand theft auto chinatown wars,1.35,0.437037037037037,0.42222222222222217,0.037037037037037035,0.1037037037037037,North America,0.437037037037037,Normal
1444,Alan Wake,X360,2010.0,Action,Microsoft Game Studios,0.66,0.51,0.05,0.13,1.35,alan wake,1.35,0.4888888888888889,0.37777777777777777,0.037037037037037035,0.0962962962962963,North America,0.4888888888888889,Normal
1445,Battlefield: Bad Company,PS3,2008.0,Shooter,Electronic Arts,0.76,0.36,0.05,0.18,1.35,battlefield bad company,1.35,0.5629629629629629,0.26666666666666666,0.037037037037037035,0.13333333333333333,North America,0.5629629629629629,Normal
1446,Mortal Kombat X,XONE,2015.0,Fighting,Warner Bros. Interactive Entertainment,1.0,0.21,0.0,0.13,1.35,mortal kombat x,1.3399999999999999,0.746268656716418,0.15671641791044777,0.0,0.09701492537313434,North America,0.746268656716418,Normal
1447,Samurai Warriors,PS2,2004.0,Action,Electronic Arts,0.22,0.05,1.06,0.02,1.35,samurai warriors,1.35,0.16296296296296295,0.037037037037037035,0.7851851851851852,0.014814814814814814,Japan,0.7851851851851852,Regionally Concentrated
1448,The Simpsons: Hit & Run,XB,2003.0,Racing,Vivendi Games,0.7,0.58,0.0,0.07,1.35,the simpsons hit run,1.3499999999999999,0.5185185185185185,0.42962962962962964,0.0,0.051851851851851864,North America,0.5185185185185185,Normal
1449,Devil May Cry 4,X360,2008.0,Action,Capcom,0.79,0.34,0.08,0.13,1.35,devil may cry 4,1.3400000000000003,0.5895522388059701,0.25373134328358204,0.05970149253731342,0.0970149253731343,North America,0.5895522388059701,Normal
1450,Tom Clancy's Rainbow Six: Vegas 2,PS3,2008.0,Shooter,Ubisoft,0.66,0.45,0.04,0.21,1.35,tom clancys rainbow six vegas 2,1.36,0.4852941176470588,0.33088235294117646,0.029411764705882353,0.15441176470588233,North America,0.4852941176470588,Normal
1451,Monster Hunter Freedom,PSP,2005.0,Role-Playing,Capcom,0.24,0.04,1.03,0.04,1.35,monster hunter freedom,1.35,0.17777777777777776,0.029629629629629627,0.762962962962963,0.029629629629629627,Japan,0.762962962962963,Regionally Concentrated
1452,Crysis 2,X360,2011.0,Action,Electronic Arts,0.7,0.5,0.02,0.12,1.35,crysis 2,1.3399999999999999,0.5223880597014926,0.373134328358209,0.01492537313432836,0.08955223880597016,North America,0.5223880597014926,Normal
1453,SaGa Frontier,PS,1997.0,Role-Playing,SquareSoft,0.15,0.04,1.07,0.09,1.35,saga frontier,1.35,0.1111111111111111,0.029629629629629627,0.7925925925925926,0.06666666666666667,Japan,0.7925925925925926,Regionally Concentrated
1454,SingStar Party,PS2,2004.0,Misc,Sony Computer Entertainment,0.0,1.04,0.0,0.31,1.35,singstar party,1.35,0.0,0.7703703703703704,0.0,0.2296296296296296,Europe,0.7703703703703704,Regionally Concentrated
1455,FIFA Soccer 08,X360,2007.0,Sports,Electronic Arts,0.31,0.89,0.01,0.14,1.35,fifa soccer 08,1.35,0.2296296296296296,0.6592592592592592,0.007407407407407407,0.1037037037037037,Europe,0.6592592592592592,Normal
1456,The ICO & Shadow of the Colossus Collection,PS3,2011.0,Adventure,Sony Computer Entertainment,0.67,0.37,0.13,0.17,1.35,the ico shadow of the colossus collection,1.3399999999999999,0.5000000000000001,0.27611940298507465,0.09701492537313434,0.12686567164179108,North America,0.5000000000000001,Normal
1457,Test Drive,PS2,2002.0,Racing,Atari,0.95,0.21,0.01,0.18,1.34,test drive,1.3499999999999999,0.7037037037037037,0.15555555555555556,0.0074074074074074086,0.13333333333333333,North America,0.7037037037037037,Normal
1458,Mario & Luigi: Partners in Time,DS,2005.0,Role-Playing,Nintendo,0.77,0.07,0.43,0.08,1.34,mario luigi partners in time,1.35,0.5703703703703703,0.05185185185185185,0.3185185185185185,0.059259259259259255,North America,0.5703703703703703,Normal
1459,Lost Planet: Extreme Condition,X360,2006.0,Shooter,Capcom,1.09,0.04,0.1,0.11,1.34,lost planet extreme condition,1.3400000000000003,0.8134328358208954,0.02985074626865671,0.07462686567164178,0.08208955223880596,North America,0.8134328358208954,Regionally Concentrated
